SHEET_NUMBER=2;
SHEET_NAME=Adresse;13;492;
division;identité;type;zone;nom du site;lieu dit;rue;ville;pays;code postale;commentaire;latitude;longitude;
00;23768;0;;Maraye-en-Othe (10160 - F);;27 ROUTE DE LA FORET CHENU;MARAYE EN OTHE;;10160;;48,16347;3,85367;
00;23715;0;;Vernoy (89150 - F);;LES DRILLONS N.5;VERNOY;;89150;;48,09501;3,12607;
00;22648;0;;Villiers-Vineux (89360 - F);;N.1 RUE DE L ORME JOLY;VILLIERS VINEUX;;89360;;47,94393;3,83574;
00;22651;0;;Vézinnes (89700 - F);;RUE DES CABROTTES;VEZINNES;;89700;;47,89285;3,94592;
00;22661;0;;Saint-Martin-sur-Armançon (89700 - F);;7 PLACE DE L EGLISE;ST MARTIN SUR ARMANCON;;89700;;47,87316;4,06868;
00;22664;0;;Villon (89740 - F);;33 RUE DE FAUBOURG;VILLON;;89740;;47,91079;4,18965;
00;22665;0;;Quincerot (89740 - F);;1 GRANDE RUE;QUINCEROT;;89740;;47,94151;4,16311;
00;22667;0;;Coussegrey (10210 - F);;13 CHEMIN DES CARRETS;COUSSEGREY;;10210;;47,95643;4,0184;
00;22668;0;;Prusy (10210 - F);;1 RUE PRINCIPALE;PRUSY;;10210;;47,97207;4,0452;
00;22671;0;;Molosmes (89700 - F);;29 GRANDE RUE;MOLOSMES;;89700;;47,88672;4,04378;
00;22676;0;;Étourvy (10210 - F);;2 ROUTE DE QUINCEROT;ETOURVY;;10210;;47,95709;4,13153;
00;23693;0;;Jouy (89150 - F);;5 RUE DES PERVENCHES;LA BELLIOLE;;89150;;48,16713;2,9736;
00;23696;0;;Domats (89150 - F);;19 RUE DE LA FONTAINE;DOMATS;;89150;;48,11343;3,06906;
00;23697;0;;Piffonds (89330 - F);;N°9 LES BOURASSIERS;PIFFONDS;;89330;;48,05476;3,15066;
00;23698;0;;Savigny-sur-Clairis (89150 - F);;LES DORNETS;SAVIGNY SUR CLAIRIS;;89150;;48,07496;3,09398;
00;23748;0;;Chaumot (89500 - F);;LES TAFOIREAUX;CHAUMOT;;89500;;48,08117;3,21956;
00;23735;0;;Theil-sur-Vanne (89760 - F);;1. ROUTE DE LA TUILERIE;LES VALLEES DE LA VANNE;;89760;;48,16809;3,4301;
00;23802;0;;Maisons-lès-Chaource (10210 - F);;7 PLACE DE L EGLISE;MAISONS LES CHAOURCE;;10210;;48,00662;4,16625;
00;23744;0;;Gron (89100 - F);;ZONE D ACTIVITE;GRON;;89100;;48,15759;3,26554;
00;23743;0;;Rousson (89500 - F);;8 RUE DE LA CHATELAINE;ROUSSON;;89500;;48,09471;3,26191;
00;23742;0;;Cornant (89500 - F);;38 LES VERDIERS;CORNANT;;89500;;48,1323;3,18717;
00;23741;0;;Marsangy (89500 - F);;CHAUME N.9;MARSANGY;;89500;;48,11047;3,25851;
00;23700;0;;Montacher-Villegardin (89150 - F);;11 HAMEAU LE ROUGELOT;MONTACHER VILLEGARDIN;;89150;;48,17288;3,03052;
00;23739;0;;Égriselles-le-Bocage (89500 - F);;15 RUE DE L ANCIENNE GARE - OGNY;EGRISELLES LE BOCAGE;;89500;;48,11903;3,1811;
00;23708;0;;Saint-Loup-d Ordon (89330 - F);;5 LA BERJATERIE;ST LOUP D ORDON;;89330;;48,01554;3,16356;
00;23730;0;;Armeau (89500 - F);;LE PETIT PALTEAU;ARMEAU;;89500;;48,04667;3,32002;
00;23729;0;;Dixmont (89500 - F);;3 CHEMIN DES NOISETTES;DIXMONT;;89500;;48,08375;3,41176;
00;23725;0;;Véron (89510 - F);;NOUGATIER;VERON;;89510;;48,12685;3,30787;
00;23724;0;;Villeneuve-sur-Yonne (89500 - F);;VAUFOIN;VILLENEUVE SUR YONNE;;89500;;48,08352;3,29545;
00;23723;0;;Saint-Julien-du-Sault (89330 - F);;126 ROUTE DE VERLIN;ST JULIEN DU SAULT;;89330;;48,03154;3,2954;
00;23747;0;;Verlin (89330 - F);;11 RUE DES BLINS;VERLIN;;89330;;48,01669;3,23361;
00;23740;0;;Collemiers (89100 - F);;18 RUE DE COURTENAY;COLLEMIERS;;89100;;48,15693;3,23473;
00;29273;0;;Montenils (77320 - F);;26 RUE DES OLIVEAUX;LA FERTE GAUCHER;;77320;;48,84198;3,47722;
00;29241;0;;Chevru (77320 - F);;1 RUE DU TREMBLOY;CHEVRU;;77320;;48,73513;3,19566;
00;29242;0;;Lescherolles (77320 - F);;23 RUE NOTRE DAME;LESCHEROLLES;;77320;;48,76209;3,34589;
00;29243;0;;Montolivet (77320 - F);;ROUTE D OMOZ;MONTOLIVET;;77320;;48,82926;3,44022;
00;29244;0;;Montmirail (51210 - F);;MR MOREAU GILLES;MONTMIRAIL;;51210;;48,87232;3,54042;
00;29245;0;;Esternay (51310 - F);;5 PLACE FRANCOIS MITTERAND;ESTERNAY;;51310;;48,73221;3,55967;
00;29249;0;;Lachy (51120 - F);;8. RUE DES SOURCES;LACHY;;51120;;48,76877;3,70889;
00;29250;0;;Boissy-le-Repos (51210 - F);;72 RUE DE LA VALLEE;BOISSY LE REPOS;;51210;;48,84646;3,65106;
00;29252;0;;Moeurs-Verdey (51120 - F);;178 ROUTE DE PARIS;MOEURS VERDEY;;51120;;48,7274;3,67913;
00;29255;0;;Rieux (51210 - F);;6 RUE DES DOLMENS;RIEUX;;51210;;48,8505;3,50174;
00;29256;0;;Charleville (51120 - F);;33 RUE DU VILLAGE;CHARLEVILLE;;51120;;48,81367;3,66653;
00;29258;0;;Thoult-Trosnay (le) (51210 - F);;1 RUE DE L EGLISE;LE THOULT TROSNAY;;51210;;48,84965;3,6891;
00;29263;0;;Vauchamps (51210 - F);;FERME DE SARRECHAMPS;VAUCHAMPS;;51210;;48,88071;3,61445;
00;30725;0;;Montgé-en-Goële (77230 - F);;7BIS RUELLE SAINT PIERRE;MONTGE EN GOELE;;77230;;49,02683;2,75095;
00;29270;0;;Essarts-lès-Sézanne (les) (51120 - F);;13 RUE L HERMITTE;LES ESSARTS LES SEZANNE;;51120;;48,75185;3,64937;
00;29235;0;;Saint-Denis-lès-Rebais (77510 - F);;N. 7 RUE DE LA MAIRIE;ST DENIS LES REBAIS;;77510;;48,83588;3,21086;
00;29275;0;;Connantre (51230 - F);;Z.I. CD 5  ROUTE DE SEZANNE;CONNANTRE;;51230;;48,72513;3,92247;
00;29278;0;;Broyes (51120 - F);;35 RUE GEORGES SAND;BROYES;;51120;;48,7579;3,76735;
00;29281;0;;Broussy-le-Grand (51230 - F);;1 RUE VANDARE;BROUSSY LE GRAND;;51230;;48,78737;3,87933;
00;29285;0;;Linthes (51230 - F);;RN 4;LINTHES;;51230;;48,73089;3,84651;
00;29288;0;;Congy (51270 - F);;7 RUE DES VIGNERONS;CONGY;;51270;;48,85934;3,82763;
00;29289;0;;Fèrebrianges (51270 - F);;1 CHEMIN DE VILLERS;FEREBRIANGES;;51270;;48,86943;3,84604;
00;29297;0;;Corroy (51230 - F);;2 RUE HAUTE;CORROY;;51230;;48,70442;3,94687;
00;29305;0;;Euvy (51230 - F);;239 RUE BASSE;EUVY;;51230;;48,72034;4,03052;
00;30690;0;;Meaux (77100 - F);;4 IMPASSE DE LA VICTOIRE;MEAUX;;77100;;48,95973;2,88389;
00;30696;0;;Quincy-Voisins (77860 - F);;47 D RUE DE COULOMMES;QUINCY VOISINS;;77860;;48,89902;2,87424;
00;30698;0;;Esbly (77450 - F);;149. RUE DES ANDINS;ESBLY;;77450;;48,90507;2,81382;
00;30699;0;;Condé-Sainte-Libiaire (77450 - F);;56 QUAI DE LA MARNE;CONDE STE LIBIAIRE;;77450;;48,89767;2,83002;
00;29192;0;;Plessis-Feu-Aussoux (le) (77540 - F);;1 ROUTE DU TAU;LE PLESSIS FEU AUSSOUX;;77540;;48,71539;3,03462;
00;29265;0;;Mécringes (51210 - F);;HOCHECOURT;MECRINGES;;51210;;48,86574;3,50815;
00;29213;0;;Ferté-Gaucher (la) (77320 - F);;26 RUE DU CHAMPS GUILLARD;LA FERTE GAUCHER;;77320;;48,78245;3,30606;
00;26164;0;;Compigny (89140 - F);;9 Grande Rue;COMPIGNY;;89140;;48,36599;3,27598;
00;29196;0;;Amillis (77120 - F);;28 BELLEVUE;AMILLIS;;77120;;48,74329;3,13047;
00;29197;0;;Beautheil (77120 - F);;16 IMPASSE DES VERGERS;BEAUTHEIL SAINTS;;77120;;48,76323;3,08758;
00;29198;0;;Marolles-en-Brie (77120 - F);;1 LIEU DIT LA FORET;MAROLLES EN BRIE;;77120;;48,77692;3,16331;
00;29199;0;;Dagny (77320 - F);;LOGEMENT LOCATF N.2;DAGNY;;77320;;48,71702;3,1711;
00;29200;0;;Dammartin-sur-Tigeaux (77163 - F);;14 RUE SAINT-GOBERT;DAMMARTIN SUR TIGEAUX;;77163;;48,81916;2,91951;
00;29201;0;;Maisoncelles-en-Brie (77580 - F);;2A RUE DU VIDE BOUTEILLE;MAISONCELLES EN BRIE;;77580;;48,86279;2,99186;
00;29203;0;;Sancy (77580 - F);;7 RUE DE LA MAIRIE;SANCY;;77580;;48,88616;2,96201;
00;29204;0;;Saint-Germain-sous-Doue (77169 - F);;6 RUE SAINT DAMIEN;SAINT GERMAIN SOUS DOUE;;77169;;48,85031;3,14506;
00;29205;0;;Doue (77510 - F);;45 RUE DE ST GERMAIN;DOUE;;77510;;48,86577;3,16464;
00;29206;0;;Chauffry (77169 - F);;1 PLACE DE LA MAIRIE;CHAUFFRY;;77169;;48,81688;3,17354;
00;29207;0;;Aulnoy (77120 - F);;LOTISSEMENT LA BAUDERIE;AULNOY;;77120;;48,84019;3,09809;
00;29208;0;;Chailly-en-Brie (77120 - F);;3 IMPASSE DES VIEUX FOSSES;CHAILLY EN BRIE;;77120;;48,78943;3,12419;
00;29238;0;;Chapelle-Moutils (la) (77320 - F);;13 MARCHAIS LIEU DIT;LA CHAPELLE MOUTILS;;77320;;48,77479;3,39391;
00;29222;0;;Meilleray (77320 - F);;15 RUE DE LA FERTE GAUCHER;MEILLERAY;;77320;;48,78931;3,43024;
00;30726;0;;Marcilly (77139 - F);;1 BIS RUE DU MOULIN;MARCILLY;;77139;;49,03514;2,8774;
00;29230;0;;Saint-Barthélemy (77320 - F);;1 RUE DU VIEUX PRESSOIR;ST BARTHELEMY;;77320;;48,81695;3,36117;
00;29229;0;;Saint-Mars-Vieux-Maisons (77320 - F);;2 RUE DE SAINT MEDARD;ST MARS VIEUX MAISONS;;77320;;48,74167;3,32094;
00;29227;0;;Bellot (77510 - F);;8 RUE DU SOUVENIR;BELLOT;;77510;;48,8571;3,31904;
00;29225;0;;Sablonnières (77510 - F);;7BIS. LE BOIS FREMY;SABLONNIERES;;77510;;48,87499;3,29695;
00;29209;0;;Giremoutiers (77120 - F);;ROUTE DE CORBEVILLE N.13;GIREMOUTIERS;;77120;;48,8418;3,02905;
00;29223;0;;Villeneuve-sur-Bellot (77510 - F);;MONTFLAGEOL;VILLENEUVE SUR BELLOT;;77510;;48,8625;3,34252;
00;29212;0;;Celle-sur-Morin (la) (77515 - F);;3 RUE DE LA ROBILLARDE;LA CELLE SUR MORIN;;77515;;48,80633;2,96703;
00;29220;0;;Vendières (02540 - F);;;;;02540;;48,87158;3,44831;
00;29217;0;;Jouy-sur-Morin (77320 - F);;7 HAMEAU DE POULIGNY;JOUY SUR MORIN;;77320;;48,79438;3,27225;
00;29216;0;;Réveillon (51310 - F);;4 RUE DU  58 EME R A;REVEILLON;;51310;;48,75284;3,45588;
00;29215;0;;Choisy-en-Brie (77320 - F);;2 HAMEAU L HOMMEE;CHOISY EN BRIE;;77320;;48,75904;3,2195;
00;29214;0;;Rebais (77510 - F);;4 COURS ST NICOLAS;REBAIS;;77510;;48,84649;3,23355;
00;29236;0;;Saint-Siméon (77169 - F);;6 AVENUE DES ACCACIAS;ST SIMEON;;77169;;48,79848;3,20364;
00;29224;0;;Trétoire (la) (77510 - F);;BOIS BAUDRY N.32;LA TRETOIRE;;77510;;48,87355;3,25196;
00;30908;0;;Saint-Mard-lès-Rouffy (51130 - F);;62 RUE DE CHAMPAGNE;ST MARD LES ROUFFY;;51130;;48,93943;4,11513;
00;30847;0;;Pargny-la-Dhuys (02330 - F);;;;;02330;;48,95234;3,55156;
00;30851;0;;Connigis (02330 - F);;;;;02330;;49,03229;3,53235;
00;30852;0;;Monthurel (02330 - F);;;;;02330;;49,02285;3,54654;
00;30864;0;;Margny (51210 - F);;1 RUE D ORBAIS;MARGNY;;51210;;48,93071;3,64531;
00;30867;0;;Montmort-Lucy (51270 - F);;6 RUE FORT ROCHER;MONTMORT LUCY;;51270;;48,92458;3,80893;
00;30876;0;;Baizil (le) (51270 - F);;2 RUE DE LA POSTE;LE BAIZIL;;51270;;48,96928;3,7946;
00;30877;0;;Suizy-le-Franc (51270 - F);;2 RUE DU PONT;SUIZY LE FRANC;;51270;;48,95298;3,73569;
00;30880;0;;Brugny-Vaudancourt (51530 - F);;CHATEAU DE BRUGNY;BRUGNY VAUDANCOURT;;51530;;48,99956;3,88648;
00;30886;0;;Caure (la) (51270 - F);;29 RUE PRINCIPALE;LA CAURE;;51270;;48,91201;3,7902;
00;30888;0;;Chavot-Courcourt (51530 - F);;15 RUE DE LA LIBERATION;CHAVOT COURCOURT;;51530;;49,00403;3,93078;
00;30889;0;;Chaltrait (51130 - F);;6 CHEMIN DE LA CURE;CHALTRAIT;;51130;;48,93003;3,89452;
00;30892;0;;Givry-lès-Loisy (51130 - F);;31 RUE DES TROIS FONTAINES;GIVRY LES LOISY;;51130;;48,8924;3,91219;
00;30709;0;;Monthyon (77122 - F);;330 RUE CHÂTEAU GAILLARD;IVERNY;;77122;;49,0038;2,83037;
00;30900;0;;Vertus (51130 - F);;18 AVENUE LOUIS LENOIR;BLANCS COTEAUX;;51130;;48,90619;4,01113;
00;30837;0;;Crézancy (02650 - F);;;;;02650;;49,04947;3,50947;
00;30915;0;;Oiry (51530 - F);;COURS DE LA GARE SDV 5;OIRY;;51530;;49,02429;4,04928;
00;30925;0;;Villeneuve-Renneville-Chevigny (51130 - F);;RENNEVILLE;VILLENEUVE RENNEVILLE CHE;;51130;;48,91891;4,06136;
00;32363;0;;Acy-en-Multien (60620 - F);;;;;60620;;49,10479;2,95328;
00;32366;0;;Neufchelles (60890 - F);;;;;60890;;49,11521;3,06197;
00;32375;0;;Brumetz (02810 - F);;;;;02810;;49,10217;3,15856;
00;32377;0;;Varinfroy (60890 - F);;;;;60890;;49,09911;3,04503;
00;32381;0;;Vincy-Manoeuvre (77139 - F);;24 GRANDE RUE;VINCY MANOEUVRE;;77139;;49,08026;2,96537;
00;32401;0;;Épieds (02400 - F);;;;;02400;;49,10616;3,44444;
00;32406;0;;Courchamps (02810 - F);;;;;02810;;49,11273;3,26511;
00;32412;0;;Bézu-Saint-Germain (02400 - F);;;;;02400;;49,10831;3,40898;
00;32459;0;;Charmel (le) (02850 - F);;;;;02850;;49,11373;3,55097;
00;32460;0;;Mézy-Moulins (02650 - F);;;;;02650;;49,05931;3,52178;
00;32463;0;;Mont-Saint-Père (02400 - F);;;;;02400;;49,07539;3,49304;
00;30894;0;;Grauves (51190 - F);;ROUTE DE MONTGRIMAUX;GRAUVES;;51190;;48,97372;3,96533;
00;30799;0;;Montreuil-aux-Lions (02310 - F);;;;;02310;;49,02156;3,19707;
00;30727;0;;Chambry (77910 - F);;18 BIS RUE SEVREE;CHAMBRY;;77910;;48,99835;2,89442;
00;30745;0;;Ferté-sous-Jouarre (la) (77260 - F);;3 PLACE DES SYCOMORES;LA FERTE SOUS JOUARRE;;77260;;48,94966;3,13105;
00;30748;0;;Saint-Cyr-sur-Morin (77750 - F);;4 RUE DES ROSETTES;ST CYR SUR MORIN;;77750;;48,90663;3,18419;
00;30750;0;;Varreddes (77910 - F);;SANITAIRES MARNE;VARREDDES;;77910;;49,00476;2,92974;
00;30752;0;;Mary-sur-Marne (77440 - F);;4 SQUARE DE LA CROIX DU SU;MARY SUR MARNE;;77440;;49,01592;3,02757;
00;30754;0;;Jouarre (77640 - F);;21 RUE DE LA VERNETTE;JOUARRE;;77640;;48,92652;3,13049;
00;30757;0;;Saint-Jean-les-Deux-Jumeaux (77660 - F);;LA NOUE;ST JEAN LES DEUX JUMEAUX;;77660;;48,95157;3,01964;
00;30758;0;;Villemareuil (77470 - F);;2 ALLEE PIERRE CURIE;VILLEMAREUIL;;77470;;48,92186;2,97654;
00;30765;0;;May-en-Multien (77145 - F);;1 RUELLE DU PRESSOIR;MAY EN MULTIEN;;77145;;49,07218;3,02163;
00;30770;0;;Boutigny (77470 - F);;HAMEAU DE REVILLIERS;BOUTIGNY;;77470;;48,92069;2,93005;
00;30772;0;;Vendrest (77440 - F);;5 RUE DE CREPOIL;VENDREST;;77440;;49,04689;3,09326;
00;30777;0;;Coulombs-en-Valois (77840 - F);;2 BIS CHEMIN DE SAINT GUNIFORT;COULOMBS EN VALOIS;;77840;;49,06942;3,12645;
00;30787;0;;Reuil-en-Brie (77260 - F);;41 RUE DE LA SAGETTE;REUIL EN BRIE;;77260;;48,96177;3,14805;
00;30845;0;;Montlevon (02330 - F);;;;;02330;;48,96541;3,54002;
00;30816;0;;Bonneil (02400 - F);;;;;02400;;49,00862;3,35403;
00;29191;0;;Touquin (77131 - F);;ROUTE DE LA COUTURE;TOUQUIN;;77131;;48,73549;3,01301;
00;30836;0;;Condé-en-Brie (02330 - F);;;;;02330;;49,00467;3,55752;
00;30829;0;;Bussières (77750 - F);;BOIS MARTIN;BUSSIERES;;77750;;48,92265;3,23694;
00;30826;0;;Bassevelle (77750 - F);;677 RUE DE NOGENT L ARTAUD;BASSEVELLE;;77750;;48,92726;3,28878;
00;30825;0;;Orly-sur-Morin (77750 - F);;260 RUE DU BEAU REGARD;ORLY SUR MORIN;;77750;;48,9046;3,23011;
00;30791;0;;Signy-Signets (77640 - F);;11 PLACE FONTAINE VOISINS;SIGNY SIGNETS;;77640;;48,92758;3,06866;
00;30819;0;;Rozoy-Bellevalle (02540 - F);;;;;02540;;48,92474;3,45708;
00;30795;0;;Essômes-sur-Marne (02400 - F);;;;;02400;;49,02931;3,37452;
00;30815;0;;Coupru (02310 - F);;;;;02310;;49,03149;3,27253;
00;30813;0;;Domptin (02310 - F);;;;;02310;;49,01655;3,27859;
00;30812;0;;Essises (02570 - F);;;;;02570;;48,96174;3,4201;
00;30809;0;;Crouttes-sur-Marne (02310 - F);;;;;02310;;48,9796;3,2409;
00;30807;0;;Bézu-le-Guéry (02310 - F);;;;;02310;;49,0086;3,22761;
00;30840;0;;Courthiézy (51700 - F);;12 RUE DE LA FONTAINE ROUSSE;COURTHIEZY;;51700;;49,05148;3,59613;
00;30820;0;;Chapelle-sur-Chézy (la) (02570 - F);;;;;02570;;48,94757;3,37785;
00;27616;0;;Rampillon (77370 - F);;27. RUE DES TEMPLIERS;RAMPILLON;;77370;;48,5499;3,06745;
00;27581;0;;Aubepierre-Ozouer-le-Repos (77720 - F);;7 RUE DE L ORMOY;AUBEPIERRE OZOUER LE REPO;;77720;;48,63092;2,88794;
00;27586;0;;Andrezel (77390 - F);;8 RUE DES CHAMPS LIEU DIT LE TRUISY;ANDREZEL;;77390;;48,612;2,81492;
00;27589;0;;Champdeuil (77390 - F);;7 RUE DES FUSEES;CHAMPDEUIL;;77390;;48,6206;2,73151;
00;27591;0;;Blandy (77115 - F);;1 CHEMIN DE MOISENAY;BLANDY;;77115;;48,56649;2,7825;
00;27593;0;;Courquetaine (77390 - F);;29 RUE DE VILLEPATOUR;COURQUETAINE;;77390;;48,67711;2,74723;
00;27594;0;;Saint-Méry (77720 - F);;13 RUE DU GATINAIS;ST MERY;;77720;;48,57778;2,82597;
00;27595;0;;Courtomer (77390 - F);;50 BIS RUE CORDEAU;COURTOMER;;77390;;48,65342;2,90265;
00;27601;0;;Châtillon-la-Borde (77820 - F);;4 RUE GRANDE;CHATILLON LA BORDE;;77820;;48,52954;2,83491;
00;27606;0;;Nangis (77370 - F);;ZONE INDUSTRIELLE;NANGIS;;77370;;48,55641;3,01427;
00;27607;0;;Rozay-en-Brie (77540 - F);;1 RUE COROT;ROZAY EN BRIE;;77540;;48,68375;2,95777;
00;27608;0;;Jouy-le-Châtel (77970 - F);;5 RUE DE LA HAYOTTE;JOUY LE CHATEL;;77970;;48,66682;3,12853;
00;27610;0;;Courpalay (77540 - F);;28 RUE DES SABLONS;COURPALAY;;77540;;48,64721;2,96071;
00;27636;0;;Chenoise (77160 - F);;8 RUE DE L ETANG MALIN;CHENOISE;;77160;;48,61512;3,1955;
00;27615;0;;Clos-Fontaine (77370 - F);;12 RUE DES MENARDS;CLOS FONTAINE;;77370;;48,60751;3,01703;
00;27571;0;;Guignes (77390 - F);;7 RUE DES BLEUETS;GUIGNES;;77390;;48,63691;2,79771;
00;27617;0;;Voinsles (77540 - F);;9 BIS RUE LA LIBERATION;VOINSLES;;77540;;48,69157;3,00576;
00;27618;0;;Gastins (77370 - F);;69 GRANDE RUE;GASTINS;;77370;;48,6289;3,02087;
00;27619;0;;Fontenailles (77370 - F);;59 RUE DE L ORME;FONTENAILLES;;77370;;48,55632;2,95513;
00;27621;0;;Saint-Ouen-en-Brie (77720 - F);;5 LA PRAIRIE DU JARRIER;ST OUEN EN BRIE;;77720;;48,55805;2,91925;
00;27622;0;;Saint-Just-en-Brie (77370 - F);;4 RUE DU VIEUX CHATEAU;ST JUST EN BRIE;;77370;;48,6124;3,11733;
00;27623;0;;Pécy (77970 - F);;DOMAINE DE CORNEFEVE;PECY;;77970;;48,65631;3,07912;
00;27624;0;;Vaudoy-en-Brie (77141 - F);;9 GRANDE RUE;VAUDOY EN BRIE;;77141;;48,68806;3,08083;
00;27625;0;;Maison-Rouge (77370 - F);;32 RUE DU PARC;MAISON ROUGE;;77370;;48,55911;3,15051;
00;27628;0;;Vieux-Champagne (77370 - F);;14 RUE DU MOULIN;VIEUX CHAMPAGNE;;77370;;48,58059;3,13832;
00;27629;0;;Quiers (77720 - F);;4 IMPASSE DU PRESBYTERE;QUIERS;;77720;;48,60765;2,97047;
00;27630;0;;Chapelle-Saint-Sulpice (la) (77160 - F);;23 RUE DES FILASSES;LA CHAPELLE ST SULPICE;;77160;;48,55427;3,17976;
00;27631;0;;Châteaubleau (77370 - F);;17. RUE PROSPER DESPLATS;CHATEAUBLEAU;;77370;;48,58831;3,10896;
00;29194;0;;Hautefeuille (77515 - F);;EX CADA;HAUTEFEUILLE;;77515;;48,7658;2,96785;
00;27612;0;;Grandpuits-Bailly-Carrois/Bailly-Carrois (77720 -;;2 RUE DE L EGLISE;GRANDPUITS BAILLY CARROIS;;77720;;48,58148;2,98969;
00;26211;0;;Ferreux-Quincey (10400 - F);;13 IMPASSE DES PRAIRIES;FERREUX QUINCEY;;10400;;48,45102;3,61218;
00;60213;0;;Brie-Comte-Robert (77170 - F) Depro;;ZONE INDUSTRIELLE DE LA HAIE PASSART;BRIE COMTE ROBERT;;77170;;48,69214;2,61309;
00;26171;0;;Courceroy (10400 - F);;6 RUE PORT;COURCEROY;;10400;;48,46459;3,41461;
00;26176;0;;Savins (77650 - F);;2 IMPASSE DU CARROUGE;SAVINS;;77650;;48,51134;3,2006;
00;26184;0;;Saint-Sauveur-lès-Bray (77480 - F);;19. GRANDE RUE;ST SAUVEUR LES BRAY;;77480;;48,43767;3,20922;
00;26185;0;;Bazoches-lès-Bray (77118 - F);;3 RUE DE LA POTERNE;BAZOCHES LES BRAY;;77118;;48,39696;3,18812;
00;26190;0;;Mouy-sur-Seine (77480 - F);;MAISON LA TRANQUILITE;MOUY SUR SEINE;;77480;;48,42155;3,23832;
00;26193;0;;Hermé (77114 - F);;LOGEMENT;HERME;;77114;;48,4828;3,34715;
00;26195;0;;Fontaine-Fourches (77480 - F);;13 BIS RUE DE L EGLISE;FONTAINE FOURCHES;;77480;;48,41335;3,39331;
00;26196;0;;Jaulnes (77480 - F);;6 ROUTE DE BRAY;JAULNES;;77480;;48,41781;3,27332;
00;26197;0;;Villenauxe-la-Petite (77480 - F);;21 RUE DE VILLIERS;VILLENAUXE LA PETITE;;77480;;48,41021;3,31132;
00;26198;0;;Villuis (77480 - F);;2 RUE DES GROSEILLIERS;VILLUIS;;77480;;48,41063;3,36091;
00;26200;0;;Avant-lès-Marcilly (10400 - F);;26 RUE DU MESNIL;AVANT LES MARCILLY;;10400;;48,42312;3,57267;
00;26205;0;;Marnay-sur-Seine (10400 - F);;6 GRANDE RUE;MARNAY SUR SEINE;;10400;;48,51407;3,55877;
00;27578;0;;Sivry-Courtry/Courtry (77115 - F);;5. RUE DE LA MARE;SIVRY COURTRY;;77115;;48,54274;2,77075;
00;26241;0;;Villacerf (10600 - F);;7 RUE ROYALE;VILLACERF;;10600;;48,39976;3,99154;
00;27640;0;;Cucharmoy (77160 - F);;29 GRANDE RUE;CHENOISE CUCHARMOY;;77160;;48,58329;3,19224;
00;27568;0;;Chaumes-en-Brie (77390 - F);;3 CHEMIN DU GUE DE THIOU;CHAUMES EN BRIE;;77390;;48,66741;2,84348;
00;27567;0;;Fontenay-Trésigny/Visy (77610 - F);;3 RUE DU BOIS DU ROY;FONTENAY TRESIGNY;;77610;;48,69449;2,86036;
00;27564;0;;Mormant (77720 - F);;RN 19;MORMANT;;77720;;48,6084;2,89131;
00;26246;0;;Origny-le-Sec (10510 - F);;63 RUE DE LA REPUBLIQUE;ORIGNY LE SEC;;10510;;48,46868;3,77704;
00;26206;0;;Val-d Orvin (10290 - F);;15 RUE DE MONTAPHILAN;TRANCAULT;;10290;;48,35511;3,58441;
00;26244;0;;Savières (10600 - F);;GERANT DE LA SCI KOMOS;SAVIERES;;10600;;48,40776;3,95275;
00;26209;0;;Saint-Aubin (10400 - F);;FERME DE LA CROUILLERE;ST AUBIN;;10400;;48,47614;3,55479;
00;26240;0;;Pavillon-Sainte-Julie (le) (10350 - F);;14 RUE DE LA CROIX HUCHARD;LE PAVILLON STE JULIE;;10350;;48,36908;3,90218;
00;26222;0;;Fosse-Corduan (la) (10100 - F);;1BIS RUE SAINT JACQUES;LA FOSSE CORDUAN;;10100;;48,44087;3,6525;
00;26220;0;;Saint-Martin-de-Bossenay (10100 - F);;22 RUE DES MARRONNIERS;ST MARTIN DE BOSSENAY;;10100;;48,44008;3,68401;
00;26219;0;;Gélannes (10100 - F);;1 IMPASSE DU VALAT .;GELANNES;;10100;;48,48285;3,67244;
00;26214;0;;Fay-lès-Marcilly (10290 - F);;13 RUE PRINCIPALE;FAY LES MARCILLY;;10290;;48,4057;3,60055;
00;27576;0;;Verneuil-l Étang (77390 - F);;11 RUE DES PLATANES;VERNEUIL L ETANG;;77390;;48,64497;2,83599;
00;26245;0;;Villeloup (10350 - F);;23 RUE STE BARBE;VILLELOUP;;10350;;48,35988;3,87489;
00;29147;0;;Montry (77450 - F);;52 AVENUE FOCH;MONTRY;;77450;;48,88447;2,83007;
00;27718;0;;Plancy-l Abbaye (10380 - F);;30 RUE RIVERELLE;PLANCY L ABBAYE;;10380;;48,57065;3,97244;
00;27722;0;;Villeneuve-St.-Vistre-et-Villevot. (51120 - F);;2 RUE DES VERGERS;VILLENEUVE ST VISTRE ET V;;51120;;48,63352;3,75963;
00;27732;0;;Champfleury (10700 - F);;24 RUE DE FERE CHAMPENOISE;CHAMPFLEURY;;10700;;48,61786;4,00819;
00;27737;0;;Bessy (10170 - F);;3 RUE AUX RUSSES;BESSY;;10170;;48,54708;4,02437;
00;27740;0;;Viapres-le-Petit (10380 - F);;26 GRANDE RUE;VIAPRES LE PETIT;;10380;;48,56231;4,04197;
00;27746;0;;Salon (10700 - F);;3 RUE D ARCIS;SALON;;10700;;48,63986;4,00473;
